ID, TWEET, LABEL
1529,"['حرم', 'رازيل', 'وسم', 'سرق', 'بتع', 'دلق', 'افش', 'عدل', 'تدس', 'غلب', 'عشن', 'اوليمبياد', 'طلع', 'بحل', 'صور', 'قذر', 'فالموضوع']",sadness
1530,"['اوليمبياد', 'وحد', 'حيت', 'اوليمبياد', 'فيز', '208']",none
1531,"['تعل', 'حتج', 'ايد', 'شعر', 'احش', 'طلب', 'امن']",fear
1532,"['اسل', 'سؤل', 'لنس', 'عمل', 'ترق', 'بنت', 'شرف', 'اوليمبيادانتو', 'حقت', 'حيت', 'بجد', 'يمكن', 'احن', 'وخد', 'بال']",none
1533,"['3', 'رونز', 'اوليمبياد']",none
1534,"['اليوم', 'لجو', 'روع', 'اكد', 'تضم', 'عاش']",sympathy
1535,"['جمل', 'كسك', 'ورق', 'حسن', 'كسك', 'ونب', 'جنح', 'قلب', 'دمه', 'سقك']",joy
1536,"['تخل', 'كتر', 'حبت', 'حيت', 'كتر', 'جرح', 'وجع']",sadness
1537,"['شبب', 'شرك', 'سوء', 'كسب', 'خسر', 'احنافخور', 'يكم', 'جدا', 'شكل', 'شرف', 'طز', 'فلي', 'يلم', 'دكو', 'حجه', 'يخد', 'مص…']",love
1538,"['لحب', 'طفل', 'يرض', 'سوي', 'ملك']",love
1539,"['فعل', 'اوليمبياد', 'قدم']",none
1540,"['i', 'درع', 'يمن', 'كبر']",joy
1541,"['فرح', 'قلبـ', 'اشف', 'غرد', 'يحز', 'احس', 'حرف', 'حزن', 'ديم', 'بلي', 'شهد', 'ديم', 'اول', 'عذب', 'حنينـه…']",love
1542,"['سحب', 'عجز', 'لحب', 'حبي', 'سحب', 'حكم', 'دنا', 'امر', 'سحب', 'لحب', 'احب', 'اب', 'يغر', '…']",love
1543,"['صري', 'رفع', 'سعد', 'فاح', 'اوليمبياد', 'كس', 'امك', 'وكس', 'ام', 'قلك', 'عمل', 'وكس', 'ام', 'قال', 'قلك', 'لحد', 'كس', 'ام', 'صحب', 'فكر']",anger
1544,"['عجب', 'شعر', 'قاص', 'مصم', 'جرف', 'بدع', 'ايم', 'هيب', 'سبق', 'سمء', 'بصف', 'كتب', 'شعر', 'اخي', 'خلي', 'ناس', 'قدر']",joy
1545,"['ضيق', 'طرق', 'لان', 'وتر', 'تخد', 'سحه', 'كبر', 'فكر']",anger
1546,"['سعد', 'فقط', 'حرم', 'علماء', 'قيد', 'سير', 'لمر', 'لعب', 'جودو', 'اوليمبياد', 'حلل']",surprise
1547,"['جدع', 'حله', 'تشت', 'يرث', 'سعه', 'بدي', 'اوليمبياد', 'مبسيبش', 'ريمو', 'ريسيفر', 'ايد', 'قرب']",sadness
1548,"['ورب', 'كعب', 'ورب', 'شهد', 'عشق', 'قلب', 'هوا', 'سكن', 'ضلع', 'اسم', 'فخر', 'احب', 'احب', 'جدد', 'كنز', 'اف…']",love
1549,"['ٰٓ', '…❤️', 'صبح', 'عمر', 'طول', 'ولك', 'حنا', 'قلب', 'مات', 'هوك']",love
1550,"['مبس', 'جاش', 'اوليمبياد']",none
1551,"['كفي', 'هنه', 'بقا', 'كفي', 'ذل', 'طاط', 'فيش', 'اغل', 'بلد', 'اشل', 'حفل', 'اوليمبياد', 'رجعو', 'قيم']",sadness
1552,"['صعب', 'علا', 'ناس', 'فهم', 'حجه', 'زيك', 'يعد', 'يعش', 'حيت', 'عشن', 'يبق', 'درس', 'وسق', 'اخر']",sadness
1553,"['خيف', 'امت', 'وحد']",fear
1554,"['خئف', 'امر', 'طمن', 'تسر', 'جسد', 'وتم', 'امر', 'وفق', 'وكن', 'معي', 'يحي', 'ياقيوم❤️']",fear
1555,"['شفي', 'هوامير', 'مسو', 'حمل', 'هند', 'بسع', 'وصل', 'لمل', 'عرف', 'اشء']",joy
1556,"['نحب', 'شكر', 'اوليمبياد', 'هتقض', 'علمل', 'فتر', 'جيه']",joy
1557,"['صهي', 'بذت', 'صهي', 'وكل', 'امر', 'تعز', 'روس', 'سقط', 'طئر', 'عسكر', 'سور']",anger
1558,"['سبق', 'غرق', 'بير', 'سلم', 'حمر', 'اوليمبياد', 'عرف', 'فرق', 'طروبش', 'اما', 'حمر', 'صحح']",none
1559,"['سلم', 'شهب', 'سجل', 'كتب', 'اوليمبياد', 'رائيل', 'هزم', 'جودو', 'ظل', 'نظم', 'خئن', 'قلب', 'يحب', 'حكم', 'وفق', 'نزل']",anger
1560,"['جيز', 'اتش', 'انم', 'ريو', 'هبلو', 'ينم', 'بدر', 'يسب', 'اوليمبياد', 'شغل', 'واح', 'فلق']",none
1561,"['عد', 'بعث', 'صره', 'اوليمبياد', '12', '82', 'لعب', 'و40', 'لعب', 'يعن', 'بنت', 'تلت', 'بعث', 'وحق', 'ثلث', 'يدل', '2من', '3', 'بنت', 'خدا', 'ركز', 'ربع']",none
1562,"['احب', 'قل', 'شيئ', 'كهذ']",love
1563,"['كتر', 'فكر', 'درس', 'خيف', 'ابد']",fear
1564,"['تلف', 'شعر']",joy
1565,"['i80', 'كسر', 'قلم', 'لان', 'رحل', 'رحل', 'عشق', 'كبه', 'قلم']",love
1566,"['altoaimi', 'شكر', 'ام', 'عبدال']",joy
1567,"['دخل', 'ريض', 'رغب', 'لول', 'مره', 'اوليمبياد', 'وفز', 'فيج', 'بول', 'يدل']",none
1568,"['عكم', 'دائ', 'وبد', 'وفق', 'نخب', 'وطن', 'وجه', 'رقب', 'امم', 'عرق', 'معا', 'تطع']",sympathy
1569,"['حطت', 'برا', 'ميل', 'وول', 'لقط', 'جلو', 'هدف', 'حطت', 'برا', 'يوف', 'وول', 'لقط', 'جلو', 'هدف']",surprise
1570,"['حيه', 'لمز', 'حله', 'قسم', 'بله', 'حيت', 'خوف', 'خوف']",fear
1571,"['خئف', 'طيع', 'حمم', 'وحد']",fear
1572,"['سقط', 'طئر', 'روس', 'زلزل', 'اهل', 'روس', 'زلزل', 'اهل', 'بشر', 'زلزل']",anger
1573,"['يعن', 'حزن', 'رفز', 'داق', 'يرب', 'عا']",sadness
1574,"['خفت', 'ونا', 'شجع', 'شيلس']",fear
1575,"['رنج', 'اوليمبياد', 'جمل']",joy
1576,"['سمع', 'واد', 'وسخ', 'رفع', 'ثنء', 'دخل', 'بعث', 'اوليمبياد', 'واد', 'لزم', 'فشخ', 'حمد']",anger
1577,"['ربعاء', 'ديرب', 'تحد', 'شرس', 'amp', 'هلل', 'سعه', '730', 'وفق', 'شبب', 'تحد']",love
1578,"['خطر', 'خيف', 'دعو', 'رب', 'خلص', 'رجل', 'بشع']",fear
1579,"['قنو', 'فتح', 'نقل', 'اوليمبياد', 'فيش']",none
1580,"['wahba', 'بقي', 'سلم', 'كلم']",joy
1581,"['رخص', 'درج', 'عشن', 'تشل', 'سعد', 'اوليمبياد', 'سعد', 'لهش', 'بعث', 'ثلا', 'وعه', 'شرك', 'ثلا', 'رخص', 'عرص']",surprise
1582,"['جوز', 'اخت', 'نخض', 'شاف', 'فرج', 'زمل', 'شجع', 'ويه', 'شجع', 'زمل', 'وبرشلونه', 'يعن', 'عكس', 'يعي', 'صدم']",joy
1583,"['صرخ', 'مشت', 'عثر', 'حاسيس', 'ينج', 'قلب', 'هيه', 'هيه', 'قلب', 'كسر']",sadness
1584,"['لرد', 'كمن', 'حنضح', 'روح', 'اخا', 'عرب', 'بيج', 'صور', 'فكر', 'بيت', 'دعر', 'فتح', 'وان', 'ستت', 'باح', 'وقع']",anger
1585,"['صحه', 'عفي', 'رحم', 'فقر', 'سعد']",sympathy
1586,"['وبمناسبه', 'اوليمبياد', 'احب', 'اقل', 'نيل', 'سبر', 'عاميتينك', 'نتو', 'نقص', 'تزع', 'حاج', 'اوليمبياد', 'لند', 'وقت', 'حاج', 'دور', 'شرك']",anger
1587,"['ينا', 'وشر', 'كنو', 'غنو', 'بض', 'عدي', 'ضحكو', 'نمو']",joy
1588,"['شعر', 'رحل', 'خيف', 'بكر', 'ولي', 'حيجر']",fear
1589,"['شعب', 'عرق', 'عكم', 'اسد', 'خيبو', 'ظنا', 'كونو', 'قتل', 'ساح', 'قتل', 'رحو', 'شعب', 'جرح']",sympathy
1590,"['فقد', 'شغف', 'حدث', 'تحب', 'اول']",love
1591,"['يكر', 'عرق', 'امن', 'امن', 'شخص', 'ريض', 'ختل']",anger
1592,"['وصل', 'حوث', 'ريض', 'ستل', 'نفط', 'طقه', 'شرق', 'صرح', 'اخ', 'نجح', 'خبر', 'تعد', 'محل', 'ثقه']",anger
1593,"['ملا', 'صرف', 'ريض', 'شفن', 'فرق', 'اوليمبياد', 'ريض', 'باستثناء', 'عاب', 'قوي', 'باستحياء', 'جرد', 'شرك', 'هدر']",sadness
1594,"['ربي', 'سعد']",joy
1595,"['اسل', 'نقم', 'شخص', 'سبا', 'ضيع', 'حق']",anger
1596,"['رتب', 'شهر', 'ربط', 'لحد', 'بيض', 'وجه', 'يبو', 'فهد', 'نصر', 'بطل']",joy
1597,"['جمل', 'اقل', 'لحب', 'امر', 'بوب', 'ججه', 'ارا', 'اري', 'يرا', 'سقا', 'هوي', 'صاف', 'سقا', 'سقا']",love
1598,"['ونا', 'صغر', 'ضيق', 'ذيع', 'يقل', 'يمب', 'اوليمبياد']",sadness
1599,"['حمق', 'صطف', 'عني', 'دعش', 'هزم', 'وان', 'سحب', 'مدن', 'حشد', 'صعد', 'ضغط', 'عد', 'هالمس', 'سعد', 'ام', 'رهب', 'EHS', 'h…']",anger
1600,"['يعد', 'خيف', 'قلب', 'يخف', 'سعد', 'بن', 'شيخ']",fear
1601,"['ماتظلموش', 'حمد', 'طلع', 'اخا', 'جيز', 'تير', 'صنافير', 'اوليمبياد']",none
1602,"['يدو', 'خيف', 'فيض', 'غرق', 'دين', 'قلم', 'وسف', 'خرج', 'ودي', 'سره']",fear
1603,"['ارج', 'ديل', 'ترو', 'رسل', 'صعد', 'نهي', 'اوليمبياد']",none
1604,"['اخف', 'اغر', 'احز', 'لجل', 'اخش', 'سرق', 'سعد', 'ولك', 'تكن', 'سوي', 'ظلم', 'فين', 'ليل', 'اين', 'لحب', 'جرد', 'وهم']",sadness
1605,"['فرض', 'اكن', 'اوليمبياد', 'لعب', 'ساف', 'كسل', 'شرك']",none
1606,"['تبك', 'عقب', 'وتي', 'يوم', 'حي', 'ذكرتو', 'يفد', 'نوح', 'ونت', 'قتلتو']",sadness
1607,"['badr2012', 'حصر', 'شعب', 'عرق', 'مسك', 'ولد', 'جلس', 'قصر', 'وخر', 'همهم', 'حصر']",sympathy
1608,"['خفي', 'عظم', 'يام', 'جرب', 'يحو', 'بلد', 'بلد', 'ربن', 'يهد', 'ضال', 'امن']",anger
1609,['تني'],surprise
1610,"['moz', 'خردور', 'هلل', 'قذف', 'عيش', 'وحس', 'برك', 'رئس', 'مصروالشعب', 'سعد', 'يرح', 'سيح', 'سورياعلي', 'صلح', 'يخز', 'قات', 'قصرالجمهوري', 'فسد', 'لا…']",anger
1611,"['طبع', 'افش', 'احق', 'حمد', 'حمر', 'بنه', 'يشل', 'اوليمبياد']",none
1612,"['بلد', 'هتخد', 'دوء', 'لمر', 'لان', 'بدل', 'موت']",sadness
1613,"['ولس', 'تحب', 'قلب', 'قلب', 'حرم', 'علك', 'منل', 'تني', 'عمل', 'فيك']",love
1614,"['تخل', 'انس', 'عمل', 'تعب', 'لـ', '3', 'سنو', 'عشن', 'تحق', 'شي', 'فشل', 'ويج', 'شخص', 'اخر', 'يحق', 'نجح', 'اول', 'وسم', 'بحق', 'طبع', 'صرخ', 'قدر', 'الم']",anger
1615,"['غنس', 'بعث', 'اوليمبياد', 'Rio2016']",none
1616,"['عزء', 'لحز', 'شفء', 'مرض', 'عون', 'رمل', 'يام', 'لرب', 'طلب']",sympathy
1617,"['سعد', 'طلب', 'سقط', 'يه8', 'شفي', 'ملك', 'تري', 'بلد', 'حرم', 'مو', 'امر', 'تري', 'جنب', 'خنازير', 'اصل', 'عيب']",anger
1618,"['h', 'اهل', 'وصل', 'نار', 'دعش', 'جحم', 'حشد', 'اعن', 'حرب', 'بغض', 'اهل', 'سنه', 'لحل', 'لقو', 'بله']",sympathy
1619,"['حبك', 'ليا', 'غلي', 'علا', 'احس', 'قلب', 'اشف', 'بعي', 'حبك', 'ليا', 'يطم', 'يعش', 'احل', 'سني', '♥']",joy
1620,"['اشف', 'ولاسعودي', 'اوليمبياد', 'فيش', 'بنت', 'قرب', 'وصل']",surprise
1621,"['Story', 'حق', 'علش', 'غبء', 'كشف', 'مالهوش', 'حل']",anger
1622,['هرد'],surprise
1623,"['نتم', 'زبن', 'خلج', 'حقر', 'تكن', 'حيو', 'بشر', 'دين', 'جنس', 'نشط', 'جنس', 'خدر']",anger
1624,"['تجي', 'بنت', 'تقل', 'حبب', 'تبق', 'معي', 'حبب', 'طول', 'عمر', 'ونك', 'صدق', 'محب']",love
1625,"['اهل', 'نجر', 'نجر', 'ريع', 'هله', 'كثفو', 'حرس', 'تبع', 'رقب', 'يسج', 'خرق', 'بلا', 'جلا', 'طلب', 'طلق', 'سرح', 'هدي', '…']",fear
1626,"['يعن', 'صحب', 'ريح', 'حفل', 'عمرو', 'ديب', 'قعد', 'فرج', 'اوليمبياد']",sadness
1627,"['وش', 'هالجو', 'سعه', '3', 'تبع', 'اوليمبياد']",none
1628,"['اه', 'كيم', 'عدد']",surprise
1629,"['l0v', 'الم', 'ؤثر', 'ابن', 'توف', 'ثلج', 'وتي', 'غطه', 'برد', 'تحط', 'بطن', 'رسه', 'ابي', 'شي', 'وجع', 'سود', 'وجه', 'يبر', 'بل…']",sympathy
1630,"['Hesham', 'شكر']",joy
1631,"['كفا', 'يتس', 'رنا', 'بقي', 'كفا']",anger
1632,"['ايا', 'بقا']",joy
1633,"['تفعلهالمان', 'تهل', 'نهئ', 'اوليمبياد', 'بيك', 'يوم', 'ثري', 'نقم', 'رازيل', 'ذكر', 'ؤلم', 'نهئ', 'كاس', 'مان', 'يجر']",none
1634,"['شاءال', 'ركز', 'اول', 'نصب', 'وفق', 'يحق', 'مني', 'عكم', 'مجره12', 'دعا', 'وفق']",sympathy
1635,"['حاج', 'حبب', 'طبب', 'رجء', 'تصل', 'صحه']",love
1636,"['moca', 'سنه', 'ونت', 'بخر', 'وسر', 'كرم']",joy
1637,"['نكد', 'ريح', 'متح', 'وحد', 'شغل', 'صطف', 'كمل', 'بصت', 'اوي', 'نقص']",sadness
1638,"['غنا', 'اعل', 'منا', 'بدن', 'فشخ', 'كدا', 'فرق', 'كبر', 'جدا']",surprise
1639,"['احل', 'حجه', 'دنا', 'يحب', 'وبه', 'بيك', 'حب', 'ناس', 'كسج', 'وحد', 'يعش', 'بيه', 'ايم', 'الء']",love
1640,"['شكر', 'ريم', 'متع', 'سعد']",joy
1641,"['يعن', 'شعر', 'قهر', 'خيف', 'دري', 'ايش', 'يدي', 'رجف', 'قلب', 'وجع', 'حرر', 'رفع', 'دري', 'شفي', 'وجع', 'خلص']",fear
1642,"['ويظ', 'يـل', 'غيـر', 'قلب', 'بسم', 'كتب', 'شرب', 'لحب', 'مره', 'لكل', 'كسه', 'سكب', 'شعر', '❤️']",love
1643,"['صحح', 'لان', 'فكل', 'سنن', 'دول', 'سحب', 'رفض', 'شرك', 'اوليمبياد', 'تلغ', 'خلص']",none
1644,"['لحب', 'كبر', 'حبب', 'قمر', 'تحل', 'لحب', 'دمع', 'حزن']",love
1645,"['o', 'y', 'وال', 'يبي', 'زيد', 'وطن', 'قوم', 'بلد', 'بقض', 'لسط', 'وكان', 'كوي', 'هند', 'ودن', 'بوذ']",anger
1646,"['عود', 'يسء', 'سعد', 'قال', 'بلغ', 'ركك', 'وحج', 'فاظ', 'سيئ', 'نقء', 'لسف', 'است', 'وضع', 'خدم']",anger
1647,"['1b', 'وقف', 'بوح', 'ممه', 'ٰ', 'احب', 'بصم', 'حبـ', 'كـل', 'كلم']",love
1648,"['يرب', 'بكر', 'يعد', 'خير', 'عشن', 'خيف', 'جدا']",fear
1649,"['هدا', 'فكر', 'بدو', 'مرق', 'برج', 'رسي', 'انو', 'حول', 'انس', 'فكر']",sadness
1650,"['عون', 'قرء', 'رحم', 'رحم', 'رحم', 'حتج', 'وكل', 'عطل', 'وكل', 'بحث', 'عمل']",sympathy
1651,"['شهد', 'قبض', 'شيء', 'سبح', 'قبض', 'شهد', 'قبض', 'شيء', 'سبح', 'قبض']",surprise
1652,"['جمع', 'احن', 'ريح', 'اوليمبياد', 'شرف', 'يعن', 'وحد', 'خسر', 'قعد', 'شتم', 'فهم']",none
1653,"['عرف', 'ربن', 'ستر', 'شاءال', 'وضع', 'رعب', 'عدي', 'خير', 'هبق', 'بسط', 'رب', 'رب', 'وثق', 'رحم']",fear
1654,"['عرص', 'ناس', 'عرف', 'عرص', 'برض', 'قعد', 'نمت', 'جلد']",anger
1655,"['شجعو', 'رغم', 'زيهم', 'خنلف', 'شجعو', 'نهم', 'رغم', 'نهم', 'خسر', 'لان', 'كفح', 'بذل', 'وسع', 'روح', 'اوليمبياد']",none
1656,"['اخر', 'كفا', 'قنه', 'حرم']",anger
1657,"['❤', 'فرح', 'بجد']",surprise
1658,['صبحالوردلكلموجد'],joy
1659,"['ادي', 'هنشوف', 'هنعرف', 'حصل', 'خيف', 'صدم', 'عرف', 'رغم', 'همت', 'عرف']",fear
1660,"['خرب', 'مسا']",anger
1661,"['لقد', 'خلت', 'حبب', 'وبي', 'سر', 'ارق', 'نسم', 'سري']",love
1662,"['صدق', 'خيف', 'غضب', 'ناس', 'كتر', 'حجه', 'بلد', 'حمل', 'هزه', 'جدد', 'واح', 'مفوقناش', 'قرف', 'قدم']",fear
1663,"['سعه', 'جاب', 'رمي', 'عبدال', 'طرق', 'رشد', 'وفق', 'نصر', 'يبو', 'طلل', 'تكف', 'دعا']",love
1664,"['شفتش', 'احل', 'جمد']",joy
1665,"['“', 'تضح', 'يحل', 'عمر', 'جاي', '”', '1']",joy
1666,"['فحل', 'اهل', 'خيف', 'عليها', 'اخو', 'وبو']",fear
1667,"['عشم', 'فرق', 'فرق', 'الد', 'اوليمبياد', 'يكل', 'قله']",none
1668,"['كرس', 'تحر', 'لذي', 'حيج', 'خصه', 'يتح', 'نقل', 'وقف', 'بكر', 'بدع']",surprise
1669,"['كتر', 'وقت', 'فرج', 'اوليمبياد', 'يبق', 'وقت', 'فجر', 'وكل', 'مره', 'فتح', 'اقي', 'ايكل', 'يبس', 'طلع', 'اول', 'يخد', 'دهب', '🤔']",surprise
1670,"['اوليمبياد', 'فاح', 'برح', 'رازيل', 'وفد', 'صري', 'رفع', 'سعد', 'دول', 'هبل']",none
1671,"['لفض', 'فوك', 'جنه', 'قده', 'حسن', 'اشء', 'لقه', 'بله', 'فهد', 'عنز']",love
1672,"['احا', 'طنط', 'ضغط', 'زمل']",surprise
1673,"['رجب', 'فكر', 'نظر', 'حمت', 'ام', 'سره', 'خطب', 'معا', 'رونز', 'يرح', 'تغد', 'يوم', 'جمع', 'اوليمبياد', 'خد', 'دهب']",none
1674,"['alsharabi', 'رسل', 'تفج', 'يهع', 'خاص', 'نزل', 'دمع', 'رضا', 'ولم', 'سطع', 'سعد', 'فحب', 'نشر', 'فرج', 'همهم…']",sympathy
1675,"['elsawy', 'عقل', 'كلم', 'يخا']",surprise
1676,"['تعه', 'اوليمبياد', 'مكن', 'فتح', 'يفز', 'طول', 'اليوم', 'فرج', 'ناس', 'طلع', 'يمن', 'سنن', 'عشن', 'عمل', 'حرك', 'ونا', 'عالكنب', 'بكل']",joy
1677,"['تغر', 'طفل', 'صغر', 'لمح', 'ضاع', 'زين', 'ومل', 'قرب', 'ساج', 'فكر', 'قرب', 'خفق', 'دعم', 'غيب', 'عشق', 'بوح']",love
1678,"['فرج', 'اخا', 'سور', 'عرق', 'يمن', 'لسط', 'نصر', 'اعد', 'وسد', 'رمي', 'فرج', 'وشف', 'جرح', 'رحم…']",sympathy
1679,"['حيت', 'كدولاب', 'مدينهملاهي', 'صرخ', 'خوف', 'وهن', 'صرخ', 'الم', 'وهن', 'صرخ', 'سعد', 'فرح', 'جمع', 'صرخ', 'احد', 'سمع', 'لحد']",sadness
1680,"['برك', 'طيب', 'قلب', 'شفت', 'بحا', 'شاهينو', 'تهل', 'عسل', 'ربن', 'يحم', 'يرب']",joy
1681,"['طلق', 'ديمقراطيهلا', 'نتم', 'قصء', 'احد', 'اخو', 'وهم', 'بهذا', 'سوء', 'وجه', 'كذب', 'صرح', 'وجب', 'يمل', 'عقل']",anger
1682,"['لحب', 'نسي', 'انث']",love
1683,"['شكل', 'تعه', 'غـر', 'نام', 'الـ', 'خذك', 'لـذ', 'مني', 'غـر', 'صبح', 'فتح', 'لجل']",love
1684,"['اهم', 'حدث', 'اوليمبياد', 'سبق', '10', 'متر', 'هيبد', 'يرب', 'بول']",none
1685,"['خيف', 'كلم', 'صح', 'وصح', 'جدا']",fear
1686,"['حـب', 'يقظ', 'امم', 'وجه', 'للف', 'عام', 'فـ', 'بسم', 'مره', 'اول', 'قرب', 'رقي', 'دعم']",love
1687,"['تبع', 'اوليمبياد', 'عشن']",none
1688,"['امر', 'طلق', 'كلب', 'وبه', 'كلب', 'نجد', 'امر', 'طلق', 'نار', 'تنج', 'كلب', 'نجو', 'كلب', 'شهد']",sadness
1689,"['تظر', 'تلو', 'علك', 'فيض', 'فؤد', 'هوي']",love
1690,"['طفل', 'منا', 'رحم', 'صغر']",sympathy
1691,"['جسم', 'حيل', 'فتن', 'معا', 'حلو', 'شفت', 'مره', 'اشف', 'تجي', 'دوخ', 'سكر', 'نبذ', 'امر', 'شهر', 'قديمكل', 'مره', 'شرب', 'سهر', 'يوم', 'غزل']",love
1692,"['اغر', 'سعد', 'صنع', 'وغر']",love
1693,"['فنج', 'قهه', 'مره', 'كثر', 'ذكر', 'جرح', 'عمق']",sadness
1694,"['قمه', 'عار', 'حصل', 'بعث', 'اوليمبياد', 'OpeningCeremony']",sadness
1695,"['خبر', 'هين', 'جونغ', 'تصل', 'بلد', 'عظم', 'كلم', 'شكر', 'امت', 'Cr', 'véronique']",joy
1696,"['عاك', 'حول', 'حوي', 'تخل', 'عمل', 'عيز', 'زاج']",joy
1697,"['فكر', 'وحد', 'نهد', 'وحد', 'كتم', 'شهق', 'سمع', 'حبب', 'ؤلم', 'تبك', 'وحد']",sadness
1698,"['غلب', 'هيبق', 'سرع', 'هدف', 'اوليمبياد']",none
1699,"['ربن', 'رحم', 'يرب']",sympathy
1700,"['ريند', 'هبل', 'تفه']",anger
1701,"['ياب', 'جول', 'وضع', 'صمت', 'وضع', 'خلق', 'maners', 'mode', 'يعن', 'عيب', 'يرن', 'جلك', 'كلم', 'عام', 'تعل', 'شوف', 'ربع']",anger
1702,"['فاح', 'اوليمبياد', 'داي', 'بهج', 'نسب', 'ليا', 'بحس', 'اخر', 'ظهر', 'حرم', 'وحد', 'ريض']",joy
1703,"['خيف', 'هالخلايق', 'حسد', 'فيك']",fear
1704,"['مكن', 'شتم', 'ناس', 'بتع', 'اوليمبياد', 'دول', 'يهم', 'كوس', 'حدث', 'فشل']",none
1705,"['هاي', 'شكه', 'ينه', 'يمكن', 'فضي', 'جد', 'نكو', 'فشل', 'شرك', 'ارد', 'شطر', 'رقو', 'صري', 'معا', 'قطع', 'شرك', 'زين']",anger
1706,"['اؤد', 'نقط', 'ذكر', 'بان', 'جمهور', 'زعل', 'سان', 'مار', 'سان', 'مار', 'لايستطيع', 'يؤد', 'ركز', '10', 'نسب', 'لعب', 'حال', 'ركز', 'تون']",sadness
